ASV_10215	KC411316.1	88.542	192	20	2	1	191	3	193	3.36e-58	231
ASV_10217	MH469469.1	99.500	200	1	0	1	200	761	960	3.18e-98	364
ASV_1022	FR750083.1	99.500	200	1	0	1	200	745	944	3.18e-98	364
ASV_10224	KC411228.1	94.000	200	6	6	1	200	3	196	3.27e-78	298
ASV_10228	HG995596.1	100.000	200	0	0	1	200	527	726	6.83e-100	370
ASV_1023	KC410946.1	96.500	200	7	0	1	200	3	202	3.22e-88	331
ASV_1024	KC411316.1	85.859	198	25	3	1	197	3	198	5.67e-51	207
ASV_10240	KC411433.1	97.000	200	6	0	1	200	3	202	6.93e-90	337
ASV_10244	KT378112.1	100.000	200	0	0	1	200	751	950	6.83e-100	370
ASV_10247	KF060296.1	96.000	200	8	0	1	200	743	942	1.50e-86	326
ASV_10248	KC410946.1	96.020	201	7	1	1	200	3	203	1.50e-86	326
ASV_10249	KC411433.1	92.079	202	14	2	1	200	3	204	9.16e-74	283
ASV_10255	FR871339.1	89.418	189	14	6	1	185	747	561	9.36e-59	233
ASV_10259	KC410873.1	87.766	188	20	3	1	185	3	190	9.42e-54	217
ASV_10260	KC411316.1	85.561	187	24	3	1	185	3	188	1.59e-46	193
ASV_10261	KC411316.1	99.000	200	2	0	1	200	3	202	1.48e-96	359
ASV_10264	HE858402.1	96.809	188	6	0	1	188	3	190	3.25e-83	315
ASV_10265	LR731449.1	98.462	130	2	0	211	340	49	178	1.21e-57	230
ASV_10268	MT765616.1	100.000	200	0	0	1	200	727	926	6.83e-100	370
ASV_10270	KF060296.1	85.789	190	12	6	1	176	743	931	7.39e-45	187
ASV_10271	KC410946.1	96.392	194	7	0	1	194	3	196	6.98e-85	320
ASV_10275	FR871391.1	80.319	188	31	5	1	184	739	554	7.55e-30	137
ASV_10277	JQ029746.1	98.990	198	1	1	1	197	3	200	6.88e-95	353
ASV_10278	JQ029746.1	99.500	200	1	0	1	200	3	202	3.18e-98	364
ASV_1028	FR871391.1	91.500	200	16	1	1	199	739	540	5.51e-71	274
ASV_10280	HG425902.1	98.500	200	3	0	1	200	715	914	6.88e-95	353
ASV_10282	FR871386.1	100.000	200	0	0	1	200	748	549	6.83e-100	370
ASV_1029	KC411316.1	98.000	200	4	0	1	200	3	202	3.20e-93	348
ASV_103	KC411217.1	96.482	199	7	0	1	199	3	201	1.16e-87	329
ASV_10300	KC411228.1	98.000	200	4	0	1	200	3	202	3.20e-93	348
ASV_10309	KC410946.1	93.617	188	12	0	1	188	3	190	3.29e-73	281
ASV_10317	KC411217.1	86.559	186	23	2	1	185	3	187	7.34e-50	204
ASV_10319	MH503961.1	91.979	187	13	1	8	192	1	187	4.29e-67	261
ASV_1032	FR871391.1	100.000	200	0	0	1	200	739	540	6.83e-100	370
ASV_10320	KC410946.1	92.347	196	15	0	1	196	3	198	1.18e-72	279
ASV_10324	FR871391.1	100.000	200	0	0	1	200	739	540	6.83e-100	370
ASV_10325	KC410979.1	95.500	200	9	0	1	200	3	202	6.98e-85	320
ASV_10329	FR871386.1	85.561	187	19	7	1	181	748	564	2.05e-45	189
ASV_10330	KC410946.1	92.347	196	15	0	1	196	3	198	1.18e-72	279
ASV_10331	KC411316.1	89.005	191	21	0	1	191	3	193	7.23e-60	237
ASV_10332	MH503961.1	94.271	192	11	0	8	199	1	192	4.23e-77	294
ASV_1034	MH503961.1	93.750	192	12	0	8	199	1	192	1.97e-75	289
ASV_10344	KC411244.1	94.000	200	11	1	1	200	3	201	2.53e-79	302
ASV_10347	FR871391.1	97.487	199	5	0	1	199	739	541	5.36e-91	340
ASV_10348	KC411217.1	94.472	199	11	0	1	199	3	201	5.43e-81	307
ASV_1035	AB665521.1	95.477	199	4	2	1	199	3	196	1.17e-82	313
ASV_10351	KC411135.1	97.500	200	5	0	1	200	3	202	1.49e-91	342
ASV_10353	KC411245.1	94.472	199	9	2	1	197	3	201	1.95e-80	305
ASV_10359	HE858401.1	85.641	195	21	5	1	194	3	191	3.41e-48	198
ASV_10362	DQ900950.1	93.500	200	13	0	1	200	351	550	3.27e-78	298
ASV_10369	HQ871519.1	98.010	201	3	1	1	200	3	203	3.20e-93	348
ASV_1037	DQ900950.1	94.000	200	11	1	1	199	351	550	2.53e-79	302
ASV_10376	KC411217.1	95.980	199	8	0	1	199	3	201	5.40e-86	324
ASV_10377	AB665521.1	96.447	197	4	2	1	197	3	196	1.94e-85	322
ASV_10378	KC411193.1	84.974	193	19	5	1	184	3	194	7.39e-45	187
ASV_10380	LR731209.1	96.154	130	5	0	211	340	76	205	1.22e-52	213
ASV_10382	KJ850201.1	88.800	125	10	4	1	125	754	874	9.69e-34	150
ASV_10384	KC411245.1	89.447	199	17	3	1	198	3	198	3.34e-63	248
ASV_10385	HE858402.1	95.000	200	10	0	1	200	3	202	3.25e-83	315
ASV_10386	KC411228.1	94.500	200	8	2	1	200	3	199	1.95e-80	305
ASV_10387	KC411217.1	92.857	196	14	0	1	196	3	198	2.55e-74	285
ASV_10388	KC411217.1	99.500	200	1	0	1	200	3	202	3.18e-98	364
ASV_10389	KC515461.1	83.333	180	28	1	1	180	31	208	3.46e-38	165
ASV_10390	MH469469.1	84.043	188	26	3	1	185	761	947	4.45e-42	178
ASV_10391	MH469469.1	83.957	187	28	1	1	185	761	947	4.45e-42	178
ASV_10392	KC515461.1	87.293	181	14	6	1	174	31	209	3.41e-48	198
ASV_1040	KC410946.1	91.837	196	16	0	1	196	3	198	5.51e-71	274
ASV_10404	MH503961.1	89.305	187	20	0	8	194	1	187	2.60e-59	235
ASV_10406	KC411316.1	89.005	191	21	0	1	191	3	193	7.23e-60	237
ASV_10409	KC411228.1	91.000	200	18	0	1	200	3	202	7.13e-70	270
ASV_10411	JQ029751.1	99.500	200	1	0	1	200	3	202	3.18e-98	364
ASV_10414	KC411316.1	89.062	192	19	2	1	191	3	193	7.23e-60	237
ASV_10416	CAJVPT010015842.1	89.447	199	21	0	1	199	2214	2016	2.58e-64	252
ASV_1042	FR871386.1	94.000	200	12	0	1	200	748	549	7.03e-80	303
ASV_10432	KC410946.1	98.000	200	4	0	1	200	3	202	3.20e-93	348
ASV_10438	KC410946.1	91.444	187	16	0	1	187	3	189	5.55e-66	257
ASV_10441	FR871386.1	92.537	201	14	1	1	200	748	548	7.08e-75	287
ASV_10444	KC411433.1	95.050	202	8	2	1	200	3	204	9.03e-84	316
ASV_10461	OL684643.1	84.974	193	19	8	1	189	730	916	7.39e-45	187
ASV_10462	KC411217.1	93.434	198	13	0	1	198	3	200	4.23e-77	294
ASV_10467	KT378078.1	100.000	200	0	0	1	200	717	916	6.83e-100	370
ASV_10469	GQ896287.1	83.916	143	16	6	1	138	3	143	1.26e-27	130
ASV_10472	KC411296.1	90.909	198	17	1	1	197	3	200	3.32e-68	265
ASV_10478	AB369736.1	96.500	200	7	0	1	200	3	202	3.22e-88	331
ASV_10481	KC411228.1	94.000	200	12	0	1	200	3	202	7.03e-80	303
ASV_10485	MG664523.1	98.000	200	4	0	1	200	820	1019	3.20e-93	348
ASV_10488	JX096569.1	99.500	200	1	0	1	200	728	927	3.18e-98	364
ASV_1049	KC515461.1	87.634	186	16	6	1	183	31	212	1.58e-51	209
ASV_10491	KJ850201.1	88.800	125	10	4	1	125	754	874	9.69e-34	150
ASV_10494	MH503961.1	93.194	191	9	4	8	196	1	189	4.26e-72	278
ASV_10498	KC515491.1	83.069	189	25	6	1	185	31	216	3.46e-38	165
ASV_10499	KC411316.1	97.340	188	5	0	1	188	3	190	6.98e-85	320
ASV_105	KC411316.1	97.000	200	6	0	1	200	3	202	6.93e-90	337
ASV_1050	KC411135.1	90.909	187	17	0	1	187	3	189	2.58e-64	252
ASV_10500	KC411316.1	91.542	201	16	1	1	200	3	203	1.53e-71	276
ASV_10501	KC410979.1	97.000	200	6	0	1	200	3	202	6.93e-90	337
ASV_10502	MT765471.1	100.000	200	0	0	1	200	797	996	6.83e-100	370
ASV_10503	JX096587.1	96.020	201	6	2	1	199	782	982	1.50e-86	326
ASV_10504	JX096587.1	96.020	201	6	2	1	199	782	982	1.50e-86	326
ASV_1051	MH503961.1	93.750	192	12	0	8	199	1	192	1.97e-75	289
ASV_10513	KC410979.1	97.000	200	6	0	1	200	3	202	6.93e-90	337
ASV_10515	KC411217.1	88.649	185	21	0	1	185	3	187	1.57e-56	226
ASV_10516	KC410898.1	90.306	196	16	1	1	196	3	195	7.18e-65	254
ASV_10518	KC411228.1	95.500	200	7	2	1	200	3	200	2.51e-84	318
ASV_10520	KC410873.1	86.316	190	18	6	1	184	3	190	9.49e-49	200
ASV_10522	MT765726.1	99.500	200	1	0	1	200	701	900	3.18e-98	364
ASV_10523	AB665521.1	96.447	197	4	2	1	197	3	196	1.94e-85	322
ASV_10527	MH503961.1	93.750	192	10	2	8	198	1	191	7.08e-75	287
ASV_10530	KC410946.1	96.500	200	7	0	1	200	3	202	3.22e-88	331
ASV_10534	FR871391.1	97.500	200	5	0	1	200	739	540	1.49e-91	342
ASV_10537	MT765661.1	88.144	194	15	7	1	190	822	1011	5.63e-56	224
ASV_1054	KC411228.1	95.500	200	7	2	1	200	3	200	2.51e-84	318
ASV_10540	KC411225.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_1055	KC515461.1	87.222	180	14	6	1	172	31	209	1.23e-47	196
ASV_10552	KJ701477.1	85.864	191	18	8	1	187	672	857	4.41e-47	195
ASV_1056	DQ900950.1	95.000	200	7	3	1	197	351	550	4.20e-82	311
ASV_10565	FR871340.1	90.355	197	19	0	1	197	747	551	1.54e-66	259
ASV_10572	KC411114.1	96.517	201	4	2	1	199	3	202	1.16e-87	329
ASV_10581	FR871340.1	90.955	199	18	0	1	199	747	549	2.56e-69	268
ASV_10582	KC410946.1	95.500	200	9	0	1	200	3	202	6.98e-85	320
ASV_106	KC411245.1	89.950	199	16	3	1	198	3	198	7.18e-65	254
ASV_10600	KC411228.1	95.500	200	7	2	1	200	3	200	2.51e-84	318
ASV_10603	FR871363.1	99.000	200	2	0	1	200	747	548	1.48e-96	359
ASV_10604	FR871363.1	97.500	200	5	0	1	200	747	548	1.49e-91	342
ASV_10605	KX643933.1	85.128	195	24	5	1	192	3	195	4.41e-47	195
ASV_10606	KC411217.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_10610	FR692349.1	82.500	200	26	8	1	200	730	920	9.62e-39	167
ASV_1062	KT378098.1	78.680	197	32	10	1	194	753	942	2.11e-25	122
ASV_10623	OM201730.1	100.000	200	0	0	1	200	695	894	6.83e-100	370
ASV_10625	KC411228.1	95.500	200	9	0	1	200	3	202	6.98e-85	320
ASV_10628	KY114653.1	97.512	201	3	2	1	200	751	950	1.49e-91	342
ASV_10629	FR871391.1	99.000	200	2	0	1	200	739	540	1.48e-96	359
ASV_10630	FR871391.1	99.500	200	1	0	1	200	739	540	3.18e-98	364
ASV_10631	JX096570.1	99.502	201	0	1	1	200	833	1033	3.18e-98	364
ASV_10633	KC410908.1	99.500	200	1	0	1	200	3	202	3.18e-98	364
ASV_10635	FR865449.1	87.200	125	12	4	1	125	703	823	2.10e-30	139
ASV_10638	KF060296.1	96.000	200	8	0	1	200	743	942	1.50e-86	326
ASV_10639	KC411292.1	86.842	190	16	6	1	186	3	187	7.34e-50	204
ASV_1064	KC411217.1	99.500	200	1	0	1	200	3	202	3.18e-98	364
ASV_10642	KC411316.1	98.361	61	1	0	140	200	142	202	5.92e-21	108
ASV_10643	MT765507.1	100.000	200	0	0	1	200	707	906	6.83e-100	370
ASV_10644	AB665521.1	95.477	199	4	2	1	199	3	196	1.17e-82	313
ASV_10648	KC411316.1	89.529	191	20	0	1	191	3	193	1.55e-61	243
ASV_10649	HF548854.1	100.000	200	0	0	1	200	767	966	6.83e-100	370
ASV_1065	MT765481.1	99.500	200	1	0	1	200	767	966	3.18e-98	364
ASV_10650	KJ850201.1	88.800	125	10	4	1	125	754	874	9.69e-34	150
ASV_10652	KC411376.1	97.396	192	5	0	1	192	3	194	4.17e-87	327
ASV_10664	HF970211.1	100.000	200	0	0	1	200	779	978	6.83e-100	370
ASV_10666	KC411228.1	94.500	200	11	0	1	200	3	202	1.51e-81	309
ASV_10668	AB935546.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_10669	MT765616.1	98.500	200	3	0	1	200	727	926	6.88e-95	353
ASV_1067	LC682549.1	81.218	197	24	10	1	195	727	912	1.25e-32	147
ASV_10670	MH469323.1	98.500	200	3	0	1	200	749	948	6.88e-95	353
ASV_10671	HE858401.1	96.939	196	6	0	1	196	3	198	1.16e-87	329
ASV_10672	DQ900950.1	95.500	200	6	3	1	197	351	550	9.03e-84	316
ASV_10673	KC411228.1	92.500	200	13	1	1	200	3	200	2.55e-74	285
ASV_10674	JX683745.1	99.500	200	1	0	1	200	39	238	3.18e-98	364
ASV_10675	FR865449.1	81.095	201	27	8	1	199	703	894	9.69e-34	150
ASV_10676	MH503961.1	93.229	192	13	0	8	199	1	192	9.16e-74	283
ASV_1068	FR871386.1	93.500	200	13	0	1	200	748	549	3.27e-78	298
ASV_10681	KC410946.1	95.500	200	9	0	1	200	3	202	6.98e-85	320
ASV_10688	KC411217.1	89.189	185	19	1	1	184	3	187	1.21e-57	230
ASV_1069	HE858401.1	85.561	187	21	6	1	184	3	186	5.71e-46	191
ASV_107	FR871391.1	100.000	200	0	0	1	200	739	540	6.83e-100	370
ASV_10710	MH503961.1	91.192	193	15	2	8	199	1	192	4.29e-67	261
ASV_10716	KC410885.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_10717	HG425937.1	85.864	191	17	8	1	186	740	925	4.41e-47	195
ASV_10718	KC411316.1	98.500	200	3	0	1	200	3	202	6.88e-95	353
ASV_10719	KC411316.1	98.000	200	4	0	1	200	3	202	3.20e-93	348
ASV_10720	KC411316.1	97.500	200	5	0	1	200	3	202	1.49e-91	342
ASV_10721	KC411316.1	97.500	200	5	0	1	200	3	202	1.49e-91	342
ASV_10727	MT765713.1	100.000	200	0	0	1	200	735	934	6.83e-100	370
ASV_10728	HG798895.1	98.507	201	2	1	1	200	717	917	6.88e-95	353
ASV_1073	HE858402.1	96.809	188	6	0	1	188	3	190	3.25e-83	315
ASV_10739	KC410979.1	94.030	201	11	1	1	200	3	203	7.03e-80	303
ASV_10740	KC411135.1	90.000	200	20	0	1	200	3	202	1.54e-66	259
ASV_10741	DQ900950.1	93.500	200	13	0	1	200	351	550	3.27e-78	298
ASV_10746	KC411292.1	82.540	189	28	5	1	188	3	187	4.48e-37	161
ASV_10751	MH503961.1	94.301	193	9	2	8	199	1	192	4.23e-77	294
ASV_10752	LC682543.1	91.736	121	7	3	1	119	720	839	3.46e-38	165
ASV_10754	JQ029745.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_10760	KF849500.1	98.000	200	4	0	1	200	734	933	3.20e-93	348
ASV_10774	AB561126.1	100.000	198	0	0	1	198	3	200	8.84e-99	366
ASV_10780	MH469329.1	85.417	192	27	1	1	191	816	1007	3.41e-48	198
ASV_10781	FR871391.1	99.500	200	1	0	1	200	739	540	3.18e-98	364
ASV_10782	MT765495.1	100.000	200	0	0	1	200	710	909	6.83e-100	370
ASV_10783	KC410946.1	97.000	200	6	0	1	200	3	202	6.93e-90	337
ASV_10785	MT722023.1	99.500	200	1	0	1	200	761	960	3.18e-98	364
ASV_10786	FR871391.1	99.000	200	2	0	1	200	739	540	1.48e-96	359
ASV_10789	AB665521.1	95.939	197	5	2	1	197	3	196	9.03e-84	316
ASV_1079	AB665517.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_10790	HF548854.1	100.000	200	0	0	1	200	767	966	6.83e-100	370
ASV_10791	KC411217.1	86.010	193	19	5	1	187	3	193	9.49e-49	200
ASV_10796	MT765631.1	99.000	200	2	0	1	200	824	1023	1.48e-96	359
ASV_10799	KC411316.1	91.099	191	17	0	1	191	3	193	1.54e-66	259
ASV_108	FN547522.1	80.711	197	28	10	1	195	723	911	4.51e-32	145
ASV_1080	AB935546.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_10800	KC515461.1	89.189	185	15	4	1	183	31	212	1.57e-56	226
ASV_10804	KC411228.1	93.500	200	6	7	1	200	3	195	5.47e-76	291
ASV_10808	KC411228.1	94.500	200	11	0	1	200	3	202	1.51e-81	309
ASV_10811	KC515461.1	89.340	197	18	3	1	196	31	225	4.32e-62	244
ASV_10812	KC411316.1	84.021	194	26	5	1	192	3	193	3.44e-43	182
ASV_10815	LR731209.1	96.154	130	5	0	211	340	76	205	1.22e-52	213
ASV_10817	JX683745.1	99.500	200	1	0	1	200	39	238	3.18e-98	364
ASV_1082	FN547522.1	81.026	195	31	6	1	195	723	911	9.69e-34	150
ASV_10823	KC411292.1	89.418	189	13	7	1	186	3	187	3.36e-58	231
ASV_10832	JN971069.1	100.000	101	0	0	100	200	103	203	7.39e-45	187
ASV_10839	KC411376.1	96.000	200	6	2	1	200	3	200	5.40e-86	324
ASV_10844	KC410946.1	92.347	196	15	0	1	196	3	198	1.18e-72	279
ASV_10846	FN547623.1	83.333	198	22	8	1	189	839	1034	2.07e-40	172
ASV_1085	KC411235.1	98.477	197	2	1	1	197	3	198	1.15e-92	346
ASV_10850	FR871391.1	98.500	200	3	0	1	200	739	540	6.88e-95	353
ASV_1086	KC410898.1	90.426	188	17	1	1	188	3	189	1.20e-62	246
ASV_10862	FR871340.1	94.500	200	11	0	1	200	747	548	1.51e-81	309
ASV_10864	KC411316.1	97.970	197	4	0	1	197	3	199	1.49e-91	342
ASV_10865	KC411433.1	92.500	200	15	0	1	200	3	202	7.08e-75	287
ASV_10866	KC411433.1	92.500	200	15	0	1	200	3	202	7.08e-75	287
ASV_10867	FR865449.1	88.800	125	10	4	1	125	703	823	9.69e-34	150
ASV_10868	JX096603.1	99.497	199	1	0	2	200	742	940	1.14e-97	363
ASV_10871	KC411217.1	94.444	198	11	0	1	198	3	200	1.95e-80	305
ASV_10874	KC411316.1	89.062	192	19	2	1	191	3	193	7.23e-60	237
ASV_10880	KC411292.1	86.096	187	24	2	1	187	3	187	9.49e-49	200
ASV_10881	FR871391.1	98.000	200	4	0	1	200	739	540	3.20e-93	348
ASV_10882	KC411217.1	93.939	198	12	0	1	198	3	200	9.09e-79	300
ASV_10883	FR871339.1	87.437	199	23	2	1	197	747	549	4.35e-57	228
ASV_10888	KC411433.1	92.500	200	13	2	1	200	3	200	2.55e-74	285
ASV_1089	KC411228.1	95.500	200	7	2	1	200	3	200	2.51e-84	318
ASV_10892	DQ900950.1	95.000	200	10	0	1	200	351	550	3.25e-83	315
ASV_10893	KC411228.1	95.455	198	6	3	1	198	3	197	1.17e-82	313
ASV_1090	KC411292.1	88.889	189	16	4	1	188	3	187	4.35e-57	228
ASV_10908	AB369817.1	87.624	202	17	8	1	197	3	201	4.35e-57	228
ASV_10911	KC410979.1	96.386	83	3	0	1	83	3	85	7.55e-30	137
ASV_10912	KC411316.1	94.000	200	11	1	1	200	3	201	2.53e-79	302
ASV_10915	JX096603.1	100.000	200	0	0	1	200	742	941	6.83e-100	370
ASV_10917	AB369817.1	82.178	202	26	9	1	200	3	196	3.46e-38	165
ASV_10918	KC515461.1	87.634	186	16	6	1	183	31	212	1.58e-51	209
ASV_10921	KC410946.1	94.500	200	10	1	1	200	3	201	5.43e-81	307
ASV_10924	DQ900950.1	95.000	200	7	3	1	197	351	550	4.20e-82	311
ASV_10925	FR871386.1	95.050	202	8	2	1	200	748	547	9.03e-84	316
ASV_10927	KC410946.1	87.565	193	21	3	1	190	3	195	7.28e-55	220
ASV_10928	MH503961.1	93.194	191	13	0	8	198	1	191	3.29e-73	281
ASV_10929	OL684643.1	84.974	193	19	8	1	189	730	916	7.39e-45	187
ASV_10930	KP756526.1	99.000	200	2	0	1	200	809	1008	1.48e-96	359
ASV_10931	KC411316.1	89.062	192	19	2	1	191	3	193	7.23e-60	237
ASV_10934	KC166275.1	84.375	192	24	6	1	187	4	194	9.56e-44	183
ASV_10935	KC166275.1	85.052	194	16	9	1	184	4	194	2.66e-44	185
ASV_10939	FR871342.1	83.422	187	28	3	1	185	756	571	7.44e-40	171
ASV_1094	HE858401.1	90.517	116	7	4	1	114	3	116	9.69e-34	150
ASV_10940	KF181186.1	98.462	130	2	0	211	340	162	291	1.21e-57	230
ASV_10944	MG664367.1	99.500	200	1	0	1	200	727	926	3.18e-98	364
ASV_10945	KC410946.1	96.500	200	7	0	1	200	3	202	3.22e-88	331
ASV_10946	FR871340.1	98.500	200	3	0	1	200	747	548	6.88e-95	353
ASV_10948	KC411316.1	88.021	192	21	2	1	191	3	193	1.57e-56	226
ASV_1095	MT765377.1	87.166	187	14	8	1	178	724	909	7.34e-50	204
ASV_10951	KC411217.1	91.457	199	14	3	1	199	3	198	7.13e-70	270
ASV_10954	KF060294.1	87.097	124	12	4	1	124	744	863	7.55e-30	137
ASV_10955	KC411003.1	100.000	200	0	0	1	200	3	202	6.83e-100	370
ASV_1096	KC410946.1	98.500	200	3	0	1	200	3	202	6.88e-95	353
ASV_10974	LR730592.1	95.385	130	6	0	211	340	61	190	5.67e-51	207
ASV_10976	FR871340.1	94.500	200	11	0	1	200	747	548	1.51e-81	309
ASV_10984	KC411292.1	89.418	189	15	5	1	187	3	188	9.36e-59	233
ASV_10986	KC411316.1	88.021	192	21	2	1	191	3	193	1.57e-56	226
ASV_10994	MT765495.1	99.500	200	1	0	1	200	710	909	3.18e-98	364
ASV_10999	MH503961.1	92.632	190	12	2	8	196	1	189	1.98e-70	272
ASV_11	KC411217.1	93.939	198	12	0	1	198	3	200	9.09e-79	300
ASV_110	KC411316.1	86.802	197	24	2	1	196	3	198	2.62e-54	219
ASV_11000	MH503961.1	93.158	190	11	2	8	196	1	189	4.26e-72	278
